ID,Time,Knowledge,Resources,InnovationScore,Fitness,Type
1,1,10.0,52.5,1.0,63.5,Prey
2,1,8.0,28.5,0.0,36.5,Predator
3,1,10.0,47.5,0.0,57.5,Predator
1,2,10.0,55.125,1.0,66.125,Prey
2,2,8.0,27.075,0.0,35.075,Predator
3,2,10.0,45.125,0.0,55.125,Predator
1,3,10.0,57.88125,2.0,69.88125,Prey
2,3,8.0,25.721249999999998,0.0,33.72125,Predator
3,3,10.0,42.86875,0.0,52.86875,Predator
1,4,11.326612369000093,60.7753125,2.9396960399041934,75.04162090890428,Prey
2,4,8.0,24.435187499999998,0.0,32.4351875,Predator
3,4,10.0,40.7253125,0.0,50.7253125,Predator
1,5,11.326612369000093,63.814078124999995,3.6997883149262356,78.84047880892632,Prey
2,5,8.0,23.213428124999997,0.5929002808230394,31.806328405823034,Predator
3,5,10.0,38.689046875,0.439583092597206,49.128629967597206,Predator
1,6,11.326612369000093,67.00478203124999,3.6997883149262356,82.03118271517631,Prey
2,6,8.0,22.052756718749997,0.5929002808230394,30.645656999573035,Predator
3,6,10.0,36.75459453125,0.439583092597206,47.1941776238472,Predator
1,7,11.326612369000093,70.35502113281248,4.832449551826245,86.51408305363881,Prey
2,7,8.0,20.950118882812497,2.06394279149463,31.014061674307126,Predator
3,7,10.0,38.5923242578125,1.439583092597206,50.0319073504097,Prey
1,8,11.326612369000093,73.8727721894531,4.832449551826245,90.03183411027943,Prey
2,8,8.0,19.2934985392483,2.06394279149463,29.35744133074293,Predator
3,8,8.954904604726659,40.52194047070312,2.335073553069872,51.811918628499654,Prey
1,9,11.326612369000093,70.17913357998044,4.832449551826245,86.33819550080678,Predator
2,9,8.0,18.328823612285884,2.06394279149463,28.392766403780513,Predator
3,9,8.954904604726659,38.495843447167964,2.335073553069872,49.7858216049645,Predator
1,10,11.326612369000093,66.67017690098142,5.731666549082549,83.72845581906405,Predator
2,10,8.0,17.41238243167159,2.36096092495769,27.77334335662928,Predator
3,10,8.954904604726659,36.57105127480956,3.8919681223851734,49.41792400192139,Predator
1,11,11.326612369000093,63.33666805593235,5.731666549082549,80.39494697401499,Predator
2,11,7.672015577172311,16.541763310088008,2.762358120729545,26.976137007989863,Predator
3,11,8.954904604726659,34.74249871106908,3.8919681223851734,47.58937143818091,Predator
1,12,11.326612369000093,60.16983465313573,5.731666549082549,77.22811357121837,Predator
2,12,7.672015577172311,15.714675144583607,2.762358120729545,26.149048842485463,Predator
3,12,8.954904604726659,33.00537377551563,3.8919681223851734,45.85224650262746,Predator
1,13,11.326612369000093,57.161342920478944,5.731666549082549,74.21962183856158,Predator
2,13,7.672015577172311,14.928941387354426,2.762358120729545,25.363315085256282,Predator
3,13,8.954904604726659,31.65455162983566,5.577565944281448,46.18702217884376,Predator
1,14,11.326612369000093,54.303275774454995,5.731666549082549,71.36155469253764,Predator
2,14,7.672015577172311,14.182494317986704,2.762358120729545,24.61686801588856,Predator
3,14,8.954904604726659,30.071824048343878,5.577565944281448,44.60429459735198,Predator
1,15,11.326612369000093,51.58811198573225,5.812279958938626,68.72700431367097,Predator
2,15,7.672015577172311,13.473369602087368,3.7611520788781125,24.906537258137792,Predator
3,15,8.954904604726659,28.568232845926683,5.616576833022309,43.13971428367565,Predator
1,16,11.326612369000093,49.00870638644564,5.812279958938626,66.14759871438436,Predator
2,16,7.672015577172311,12.799701121983,3.7611520788781125,24.232868778033424,Predator
3,16,8.954904604726659,27.139821203630348,5.616576833022309,41.71130264137931,Predator
1,17,11.326612369000093,46.55827106712336,5.812279958938626,63.69716339506208,Predator
2,17,7.430704063880741,12.15971606588385,3.7611520788781125,23.351572208642704,Predator
3,17,8.954904604726659,25.78283014344883,5.616576833022309,40.3543115811978,Predator
1,18,11.326612369000093,44.23035751376719,5.812279958938626,61.36924984170591,Predator
2,18,7.430704063880741,11.551730262589658,3.7611520788781125,22.74358640534851,Predator
3,18,8.954904604726659,24.49368863627639,5.616576833022309,39.06517007402535,Predator
1,19,11.69036079963238,42.80789182238851,5.812279958938626,60.31053258095952,Predator
2,19,7.430704063880741,10.974143749460175,3.5985149402843386,22.003362753625254,Predator
3,19,8.954904604726659,23.26900420446257,5.616576833022309,37.84048564221153,Predator
1,20,11.69036079963238,40.66749723126909,6.291541372106697,58.64939940300817,Predator
2,20,7.430704063880741,10.425436561987167,3.9805872073754913,21.8367278332434,Predator
3,20,8.954904604726659,22.10555399423944,6.1701482577907765,37.23060685675688,Predator
1,21,11.69036079963238,38.634122369705636,6.291541372106697,56.616024541444716,Predator
2,21,7.430704063880741,8.787996305195682,3.9805872073754913,20.199287576451916,Predator
3,21,8.954904604726659,21.000276294527467,6.1701482577907765,36.1253291570449,Predator
1,22,11.69036079963238,36.702416251220356,6.291541372106697,54.684318422959436,Predator
2,22,7.430704063880741,8.348596489935897,3.9805872073754913,19.75988776119213,Predator
3,22,8.954904604726659,19.950262479801093,6.1701482577907765,35.07531534231853,Predator
1,23,11.69036079963238,34.86729543865934,6.291541372106697,52.84919761039842,Predator
2,23,6.556535555309176,7.931166665439102,3.9805872073754913,18.46828942812377,Predator
3,23,8.954904604726659,18.95274935581104,6.1701482577907765,34.07780221832848,Predator
1,24,11.69036079963238,33.12393066672637,6.291541372106697,51.10583283846545,Predator
2,24,6.556535555309176,7.5346083321671475,3.9805872073754913,18.071731094851817,Predator
3,24,8.723887928776707,18.005111888020487,6.1701482577907765,32.89914807458797,Predator
1,25,11.69036079963238,31.467734133390053,6.840013179701817,49.99810811272425,Predator
2,25,6.556535555309176,7.157877915558791,4.575100823931958,18.289514294799925,Predator
3,25,8.723887928776707,17.104856293619463,7.011088709671761,32.83983293206793,Predator
1,26,11.69036079963238,29.89434742672055,6.840013179701817,48.42472140605474,Predator
2,26,6.556535555309176,6.4355266313428166,4.575100823931958,17.56716301058395,Predator
3,26,8.723887928776707,16.90057915509321,7.438628667724212,33.063095751594126,Predator
1,27,11.126509270977074,28.399630055384524,6.840013179701817,46.366152506063415,Predator
2,27,6.556535555309176,6.113750299775676,4.575100823931958,17.24538667901681,Predator
3,27,8.723887928776707,16.05555019733855,7.438628667724212,32.21806679383947,Predator
1,28,11.126509270977074,27.97868442042192,6.840013179701817,45.94520687110081,Predator
2,28,6.556535555309176,5.808062784786892,4.575100823931958,16.939699164028028,Predator
3,28,8.723887928776707,15.252772687471623,7.438628667724212,31.415289283972545,Predator
1,29,11.306169087909673,26.579750199400824,6.840013179701817,44.72593246701231,Predator
2,29,6.556535555309176,5.517659645547547,4.575100823931958,16.649296024788683,Predator
3,29,8.723887928776707,14.490134053098043,7.438628667724212,30.652650649598964,Predator
1,30,11.306169087909673,25.250762689430783,7.208774829689771,43.765706607030225,Predator
2,30,6.556535555309176,5.24177666327017,4.98905702469028,16.787369243269627,Predator
3,30,8.723887928776707,13.76562735044314,7.754435472951498,30.243950752171344,Predator
1,31,11.306169087909673,23.988224554959242,7.208774829689771,42.503168472558684,Predator
2,31,6.556535555309176,4.979687830106662,4.98905702469028,16.525280410106117,Predator
3,31,8.723887928776707,13.077345982920983,7.580195715272768,29.38142962697046,Predator
1,32,11.306169087909673,22.78881332721128,7.208774829689771,41.303757244810726,Predator
2,32,6.556535555309176,4.730703438601329,4.98905702469028,16.276296018600785,Predator
3,32,8.723887928776707,12.423478683774935,7.8216159630955575,28.9689825756472,Predator
